,Word,Pinyin,Level,First Translation,Other Translations,Duplicate Pinyin
6355,硬體,yìngtǐ,7,(computer) hardware,,
6356,應變,yìngbiàn,7,to meet a contingency,to adapt oneself to changes,
6357,應酬,yìngchóu,7,social niceties,"social interaction, a dinner party",
6358,應急,yìngjí,7,to respond to an emergency,"to meet a contingency, (attributive) emergency",
6359,應驗,yìngyàn,7,to come true,"to come about as predicted, to be fulfilled",
6360,應徵,yìngzhēng,7,to apply (for a job),to reply to a job advertisement,
6361,唷,yō,7,(interjection expressing surprise) Oh!,"My!, final particle expressing exhortation, admiration etc",
6362,湧,yǒng,7,to bubble up,to rush forth,
6363,踴躍,yǒngyuè,7,to leap,"to jump, eager, enthusiastically",
6364,用戶,yònghù,7,user,"consumer, subscriber, customer",
6365,用途,yòngtú,7,use,application,
6366,悠久,yōujiǔ,7,"long (tradition, history etc)",,
6367,悠閒,yōuxián,7,leisurely,"carefree, relaxed",
6368,優待,yōudài,7,preferential treatment,to give preferential treatment,
6369,優勢,yōushì,7,superiority,"dominance, advantage",
6370,優先,yōuxiān,7,to have priority,to take precedence,
6371,優異,yōuyì,7,exceptional,outstandingly good,
6372,鈾,yòu,7,uranium (chemistry),Taiwan pr. [you4],Duplicate Pinyin
6373,由來,yóulái,7,origin,,
6374,遊覽,yóulǎn,7,to go sightseeing,"to tour, to visit, CL:次[ci4]",
6375,油田,yóutián,7,oil field,,
6376,油條,yóutiáo,7,youtiao (deep-fried breadstick),"slick and sly person, CL:根[gen1]",
6377,友愛,yǒuài,7,friendly affection,fraternal love,
6378,有機,yǒujī,7,organic,,
6379,有理,yǒulǐ,7,reasonable,"justified, right, (math.) rational",
6380,有所,yǒusuǒ,7,somewhat,to some extent,
6381,有為,yǒuwéi,7,promising,to show promise,
6382,有限,yǒuxiàn,7,limited,finite,
6383,有形,yǒuxíng,7,material,"tangible, visible, shapely",
6384,有心人,yǒuxīnrén,7,resolute person,"person with aspirations, people who feel, people who use their heads",
6385,有益,yǒuyì,7,useful,"beneficial, profitable",Duplicate Pinyin
6386,有意,yǒuyì,7,to intend,"intentionally, interested in",Duplicate Pinyin
6387,有緣,yǒuyuán,7,related,brought together by fate,
6388,誘惑,yòuhuò,7,to entice,"to lure, to induce, to attract",
6389,幼稚,yòuzhì,7,young,"childish, puerile",
6390,于,yú,7,in,"at, to, from, by, than, out of, Taiwan pr. [Yu2], (literary) Oh!, Ah!, surname Yu",Duplicate Pinyin
6391,逾,yú,7,to exceed,"to go beyond, to transcend, to cross over, to jump over, variant of 逾[yu2]",Duplicate Pinyin
6392,愚蠢,yúchǔn,7,silly,stupid,
6393,輿論,yúlùn,7,public opinion,,
6394,漁民,yúmín,7,fisherman,fisher folk,
6395,予以,yǔyǐ,7,to give,"to impose, to apply",
6396,與會,yùhuì,7,to participate in a meeting,,
6397,雨季,yǔjì,7,rainy season,,
6398,語文,yǔwén,7,literature and language,,
6399,宇宙,yǔzhòu,7,universe,cosmos,
6400,愈,yù,7,to heal,variant of 愈[yu4],Duplicate Pinyin
6401,玉器,yùqì,7,jade artifact,,
6402,預測,yùcè,7,to forecast,to predict,
6403,預防,yùfáng,7,to prevent,"to take precautions against, to protect, to guard against, precautionary, prophylactic",
6404,預告,yùgào,7,to forecast,"to predict, advance notice",
6405,預估,yùgū,7,to estimate,"to forecast, prediction, projection",
6406,預賽,yùsài,7,preliminary competition,to hold preliminary heats,
6407,預約,yùyuē,7,booking,"reservation, to book, to make an appointment",
6408,寓言,yùyán,7,fable,CL:則|则[ze2],
6409,園林,yuánlín,7,gardens,"park, landscape garden",
6410,元氣,yuánqì,7,strength,"vigor, vitality, (TCM) vital energy",
6411,元首,yuánshǒu,7,head of state,,
6412,元素,yuánsù,7,element,"element of a set, chemical element",
6413,原本,yuánběn,7,originally,original,
6414,原形,yuánxíng,7,original shape,"true appearance (under the disguise), true character",Duplicate Pinyin
6415,原野,yuányě,7,plain,open country,
6416,原狀,yuánzhuàng,7,previous condition,original state,
6417,原住民,yuánzhùmín,7,indigenous peoples,aborigine,
6418,原子,yuánzǐ,7,atom,atomic,
6419,原子彈,yuánzǐdàn,7,atom bomb,"atomic bomb, A-bomb",
6420,援助,yuánzhù,7,to help,"to support, to aid, aid, assistance",
6421,遠景,yuǎnjǐng,7,prospect,long-range view,
6422,約束,yuēshù,7,to restrict,"to limit to, to constrain, restriction, constraint",
6423,樂隊,yuèduì,7,band,"pop group, CL:支[zhi1]",
6424,月台,yuètái,7,railway platform,,
6425,運行,yùnxíng,7,to move along one's course (of celestial bodies etc),"(fig.) to function, to be in operation, (of a train service etc) to operate, to run, (of a computer) to run",
6426,孕婦,yùnfù,7,pregnant woman,,
6427,醞釀,yùnniàng,7,(of alcohol) to ferment,"(of a crisis) to be brewing, to mull over (an issue), to hold exploratory discussions",
6428,栽,zāi,7,to grow,"to plant, to insert, to force on sb, to fall head first",
6429,災禍,zāihuò,7,disaster,,
6430,災情,zāiqíng,7,disastrous situation,calamity,
6431,在場,zàichǎng,7,to be present,to be on the scene,
6432,在世,zàishì,7,to be alive,,
6433,在座,zàizuò,7,to be present,,
6434,再三,zàisān,7,over and over again,again and again,
6435,再生,zàishēng,7,to be reborn,"to regenerate, to be a second so-and-so (famous dead person), recycling, regeneration",
6436,贊助,zànzhù,7,to support,"to assist, to sponsor",
6437,讚嘆,zàntàn,7,to exclaim in admiration,,
6438,贓物,zāngwù,7,booty,stolen property,
6439,造反,zàofǎn,7,to rebel,to revolt,
6440,造化,zàohuà,7,good luck,Nature (as the mother of all things),
6441,造物主,zàowùzhǔ,7,the Creator (in religion or mythology),God,
6442,造型,zàoxíng,7,to model,"to shape, appearance, style, design, form, pose",
6443,責備,zébèi,7,to blame,"to criticize, condemnation, reproach",
6444,增進,zēngjìn,7,to promote,"to enhance, to further, to advance (a cause etc)",
6445,增強,zēngqiáng,7,to increase,to strengthen,
6446,增值,zēngzhí,7,to appreciate (financially),"to increase in value, value-added (accountancy)",
6447,扎,zhā,7,to tie,"to bind, classifier for flowers, banknotes etc: bundle, Taiwan pr. [zha2]",
6448,炸藥,zhàyào,7,explosive (material),,
6449,沾,zhān,7,to moisten,variant of 沾[zhan1],
6450,盞,zhǎn,7,a small cup,classifier for lamps,
6451,展望,zhǎnwàng,7,outlook,"prospect, to look ahead, to look forward to",
6452,展現,zhǎnxiàn,7,to come out,"to emerge, to reveal, to display",
6453,嶄新,zhǎnxīn,7,brand new,,
6454,顫抖,zhàndǒu,7,to shudder,"to shiver, to shake, to tremble",
6455,戰火,zhànhuǒ,7,conflagration,the fire of war,
6456,戰機,zhànjī,7,opportunity in a battle,"fighter aircraft, war secret",
6457,戰亂,zhànluàn,7,chaos of war,,
6458,戰略,zhànlüè,7,strategy,,
6459,戰勝,zhànshèng,7,to prevail over,"to defeat, to surmount",
6460,戰士,zhànshì,7,fighter,"soldier, warrior, CL:個|个[ge4]",
6461,戰術,zhànshù,7,tactics,,
6462,戰線,zhànxiàn,7,battle line,"battlefront, front",
6463,戰友,zhànyǒu,7,comrade-in-arms,battle companion,
6464,戰戰兢兢,zhànzhànjīngjīng,7,trembling with fear,with fear and trepidation,
6465,張開,zhāngkāi,7,to open up,"to spread, to extend",
6466,張貼,zhāngtiē,7,to post (a notice),to advertise,
6467,長子,zhǎngzǐ,7,eldest son,Zhangzi county in Shanxi 山西[Shan1 xi1],
6468,帳篷,zhàngpéng,7,tent,"CL:頂|顶[ding3],座[zuo4]",
6469,朝氣,zhāoqì,7,vitality,dynamism,
6470,著想,zháoxiǎng,7,to give thought (to others),"to consider (other people's needs), also pr. [zhao2 xiang3]",
6471,找尋,zhǎoxún,7,to look for,"to seek, to find fault",
6472,沼澤,zhǎozé,7,marsh,"swamp, wetlands, glade",
6473,召集,zhàojí,7,to convene,to gather,
6474,照例,zhàolì,7,as a rule,"as usual, usually",
6475,照耀,zhàoyào,7,to shine,to illuminate,
6476,遮,zhē,7,to cover up (a shortcoming),"to screen off, to hide, to conceal",
6477,遮蔽,zhēbì,7,to cover,"to hide from view, to obstruct or block, defilade (military)",
6478,折騰,zhēteng,7,to toss from side to side (e.g. sleeplessly),"to repeat sth over and over again, to torment sb, to play crazy, to squander (time, money)",
6479,針灸,zhēnjiǔ,7,acupuncture and moxibustion,to give or have acupuncture and moxibustion,
6480,真情,zhēnqíng,7,real situation,the truth,
6481,診斷,zhěnduàn,7,diagnosis,to diagnose,
6482,診所,zhěnsuǒ,7,clinic,,
6483,鎮定,zhèndìng,7,calm,"unperturbed, cool",
6484,鎮壓,zhènyā,7,suppression,"repression, to suppress, to put down, to quell",
6485,振動,zhèndòng,7,to vibrate,"to shake, vibration",Duplicate Pinyin
6486,震驚,zhènjīng,7,to shock,to astonish,
6487,陣營,zhènyíng,7,group of people,"camp, faction, sides in a dispute",
6488,蒸發,zhēngfā,7,to evaporate,evaporation,
6489,蒸氣,zhēngqì,7,vapor,steam,Duplicate Pinyin
6490,爭辯,zhēngbiàn,7,a dispute,to wrangle,
6491,爭奪,zhēngduó,7,to fight over,"to contest, to vie over",
6492,爭氣,zhēngqì,7,to work hard for sth,"to resolve on improvement, determined not to fall short",Duplicate Pinyin
6493,爭議,zhēngyì,7,controversy,"dispute, to dispute",
6494,徵收,zhēngshōu,7,to levy (a fine),to impose (a tariff),
6495,掙扎,zhēngzhá,7,to struggle,,
6496,整頓,zhěngdùn,7,to tidy up,"to reorganize, to consolidate, to rectify",
6497,整體,zhěngtǐ,7,whole entity,"entire body, synthesis, as a whole (situation, construction, team etc), global, macrocosm, integral, holistic, whole",
6498,整整,zhěngzhěng,7,whole,full,
6499,正當,zhèngdāng,7,timely,"just (when needed), honest, reasonable, fair, sensible",
6500,正統,zhèngtǒng,7,"Zhengtong Emperor, reign name of sixth Ming Emperor Zhu Qizhen 朱祁鎮|朱祁镇[Zhu1 Qi2 zhen4] (1427-1464), reigned 1435-1449, Temple name Yingzong 英宗[Ying1 zong1]",orthodox,
6501,正義,zhèngyì,7,justice,"righteousness, just, righteous",
6502,政績,zhèngjī,7,(political) achievements,track record,
6503,政見,zhèngjiàn,7,political views,,Duplicate Pinyin
6504,政權,zhèngquán,7,regime,political power,
6505,證券,zhèngquàn,7,negotiable security (financial),"certificate, stocks and bonds",
6506,證人,zhèngrén,7,witness,,
6507,之內,zhīnèi,7,inside,within,
6508,之所以,zhīsuǒyǐ,7,the reason why,,
6509,支撐,zhīchēng,7,to prop up,"to support, strut, brace",
6510,支付,zhīfù,7,to pay (money),,
6511,支配,zhīpèi,7,to control,"to dominate, to allocate",
6512,支應,zhīyìng,7,to deal with,"to wait on, to provide for",
6513,知足,zhīzú,7,content with one's situation,to know contentment (hence happiness),
6514,脂肪,zhīfáng,7,"fat (in the body, in a plant, or in food)",,
6515,直徑,zhíjìng,7,diameter,,
6516,值班,zhíbān,7,to work a shift,on duty,
6517,值錢,zhíqián,7,valuable,"costly, expensive",
6518,殖民,zhímín,7,colony,colonial,
6519,質量,zhíliàng,7,quality,"(physics) mass, CL:個|个[ge4]",
6520,質疑,zhíyí,7,to call into question,to question (truth or validity),
6521,職務,zhíwù,7,post,"position, job, duties",Duplicate Pinyin
6522,職責,zhízé,7,duty,"responsibility, obligation",
6523,執照,zhízhào,7,license,permit,
6524,執政,zhízhèng,7,to hold power,in office,
6525,執著,zhízhuó,7,to be strongly attached to,"to be dedicated, to cling to",
6526,只得,zhǐdé,7,to have no alternative but to,to be obliged to,
6527,指標,zhǐbiāo,7,(production) target,"quota, index, indicator, sign, signpost, (computing) pointer",
6528,指點,zhǐdiǎn,7,to point out,"to indicate, to give directions, to show how (to do sth), to censure, to pick at",
6529,指揮,zhǐhuī,7,to conduct,"to command, to direct, conductor (of an orchestra), CL:個|个[ge4]",
6530,指控,zhǐkòng,7,accusation,"a (criminal) charge, to accuse",
6531,指南針,zhǐnánzhēn,7,compass,,
6532,指數,zhǐshù,7,"(numerical, statistical) index","(math.) exponent, index, exponential (function, growth)",
6533,指頭,zhǐtou,7,finger,"toe, CL:個|个[ge4]",
6534,指望,zhǐwàng,7,to hope for sth,"to count on, hope",
6535,指紋,zhǐwén,7,fingerprint,"the arches, loops and whorls on the fingers",
6536,指引,zhǐyǐn,7,to guide,"to show, to point (the way), directions, guidance, guidelines",
6537,指正,zhǐzhèng,7,to point out mistakes or weak points for correction,"to comment, criticism",
6538,至今,zhìjīn,7,so far,"to this day, until now",
6539,治安,zhìān,7,law and order,public security,
6540,治本,zhìběn,7,to take radical measures,to get to the root (of a problem etc),
6541,治標,zhìbiāo,7,to treat only the symptoms but not the root cause,,
6542,治理,zhìlǐ,7,to govern,"to administer, to manage, to control, governance",
6543,治療,zhìliáo,7,to treat (an illness),"medical treatment, therapy",
6544,志趣,zhìqù,7,inclination,interest,
6545,志向,zhìxiàng,7,ambition,"goal, ideal, aspiration",
6546,致詞,zhìcí,7,to make a speech,to make some remarks,
6547,致富,zhìfù,7,to become rich,,
6548,致力,zhìlì,7,to work for,to devote one's efforts to,Duplicate Pinyin
6549,致命,zhìmìng,7,fatal,"mortal, deadly, to sacrifice one's life",
6550,致意,zhìyì,7,to send one's greetings,"to send best regards, to devote attention to",
6551,智力,zhìlì,7,intelligence,intellect,Duplicate Pinyin
6552,制裁,zhìcái,7,to punish,"punishment, sanctions (incl. economic)",
6553,制訂,zhìdìng,7,to work out,to formulate,Duplicate Pinyin
6554,製品,zhìpǐn,7,products,goods,
6555,滯留,zhìliú,7,to detain,retention,
6556,中斷,zhōngduàn,7,to cut short,"to break off, to discontinue, to interrupt",
6557,中和,zhōnghé,7,to neutralize,"to counteract, neutralization (chemistry), Zhonghe or Chungho city in New Taipei City 新北市[Xin1 bei3 shi4], Taiwan",
6558,中立,zhōnglì,7,neutral,,
6559,中旬,zhōngxún,7,middle third of a month,,
6560,中葉,zhōngyè,7,mid- (e.g. mid-century),middle period,
6561,中醫,zhōngyī,7,traditional Chinese medical science,a doctor trained in Chinese medicine,
6562,中庸,zhōngyōng,7,"the Doctrine of the Mean, one of the Four Books 四書|四书[Si4 shu1]","golden mean (Confucianism), (literary) (of person) mediocre, ordinary",
6563,忠實,zhōngshí,7,faithful,,
6564,衷心,zhōngxīn,7,heartfelt,"wholehearted, cordial",Duplicate Pinyin
6565,終場,zhōngchǎng,7,end (of a performance or sports match),last round of testing in the imperial examinations,
6566,終結,zhōngjié,7,end,"conclusion, to come to an end, to terminate (sth)",
6567,終究,zhōngjiù,7,in the end,after all is said and done,
6568,終身,zhōngshēn,7,lifelong,"all one's life, marriage",
6569,種種,zhǒngzhǒng,7,all kinds of,,
6570,種植,zhòngzhí,7,to plant,to grow,
6571,中風,zhòngfēng,7,to suffer a paralyzing stroke,,
6572,中獎,zhòngjiǎng,7,to win a prize,a successful gamble,
6573,中肯,zhòngkěn,7,pertinent,apropos,
6574,中暑,zhòngshǔ,7,sunstroke,heatstroke,
6575,重用,zhòngyòng,7,to put in an important position,,
6576,重鎮,zhòngzhèn,7,strategic town,,
6577,周邊,zhōubiān,7,periphery,"rim, surroundings, all around, perimeter, peripheral (computing), spin-offs",
6578,周密,zhōumì,7,careful,"thorough, meticulous, dense, impenetrable",
6579,周詳,zhōuxiáng,7,meticulous,"thorough, comprehensive, complete, detailed",
6580,周遊,zhōuyóu,7,to travel around,"to tour, to cross",
6581,周轉,zhōuzhuǎn,7,to rotate,"to circulate (cash, stock etc), turnover, circulation, cash flow",
6582,皺,zhòu,7,to wrinkle,"wrinkled, to crease",
6583,皺紋,zhòuwén,7,wrinkle,CL:道[dao4],
6584,株,zhū,7,tree trunk,"stump (tree root), a plant, classifier for trees or plants, strain (biology), to involve others (in shady business)",Duplicate Pinyin
6585,諸多,zhūduō,7,"(used for abstract things) a good deal, a lot of",,
6586,逐步,zhúbù,7,progressively,step by step,
6587,主導,zhǔdǎo,7,leading,"dominant, prevailing, to lead, to direct, to dominate",
6588,主見,zhǔjiàn,7,one's own view,having definite opinions,
6589,主力,zhǔlì,7,main force,main strength of an army,
6590,主流,zhǔliú,7,main stream (of a river),"fig. the essential point, main viewpoint of a matter, mainstream (culture etc)",
6591,主權,zhǔquán,7,sovereignty,,
6592,主人翁,zhǔrénwēng,7,master (of the house),"main character in a novel etc, hero or heroine",
6593,主義,zhǔyì,7,-ism,ideology,Duplicate Pinyin
6594,主宰,zhǔzǎi,7,to dominate,"to rule, to dictate, master",
6595,主旨,zhǔzhǐ,7,gist,"main idea, general tenor, one's judgment",
6596,主軸,zhǔzhóu,7,axis,"principal axis (in mechanics, optics, botany etc), main axle (of engine)",
6597,囑咐,zhǔfù,7,to tell,"to exhort, injunction",Duplicate Pinyin
6598,矚目,zhǔmù,7,to focus attention upon,,
6599,注定,zhùdìng,7,to foreordain,"to be bound to, to be destined to, to be doomed to, inevitably",
6600,注目,zhùmù,7,attention,"to stare at, to fix attention on sth",
6601,注視,zhùshì,7,to watch attentively,to gaze at,
6602,注重,zhùzhòng,7,to pay attention to,to emphasize,
6603,住戶,zhùhù,7,household,"inhabitant, householder",
6604,住宿,zhùsù,7,to stay at,"lodging, accommodation",
6605,柱子,zhùzi,7,pillar,CL:根[gen1],
6606,助教,zhùjiào,7,teaching assistant,,
6607,助手,zhùshǒu,7,assistant,helper,
6608,佇立,zhùlì,7,to stand for a long time,,
6609,著作,zhùzuò,7,to write,"literary work, book, article, writings, CL:部[bu4]",
6610,駐,zhù,7,to halt,"to stay, to be stationed (of troops, diplomats etc)",Duplicate Pinyin
6611,抓緊,zhuājǐn,7,to grasp firmly,"to pay special attention to, to rush in, to make the most of",
6612,專櫃,zhuānguì,7,sales counter dedicated to a certain kind of product (e.g. alcohol),,
6613,專員,zhuānyuán,7,assistant director,commissioner,
6614,專制,zhuānzhì,7,autocracy,dictatorship,
